date,montant_total,nb_transactions,nb_clients,use_case
2023-11-29,378077,119,97,mobile_money
2023-11-30,420470,112,99,mobile_money
2023-12-01,449009,100,77,mobile_money
2023-12-02,332378,91,75,mobile_money
2023-12-03,212602,48,42,mobile_money
2023-12-04,251355,59,55,mobile_money
2023-12-05,505256,119,89,mobile_money
2023-12-06,282551,83,63,mobile_money
2023-12-07,291970,74,65,mobile_money
2023-12-08,267543,72,59,mobile_money
2023-12-09,196702,61,50,mobile_money
2023-12-10,192298,61,50,mobile_money
2023-12-11,254634,57,50,mobile_money
2023-12-12,212154,54,40,mobile_money
2023-12-13,357517,90,83,mobile_money
2023-12-14,356527,87,67,mobile_money
2023-12-15,313283,71,54,mobile_money
2023-12-16,188654,62,51,mobile_money
2023-12-17,201972,58,49,mobile_money
2023-12-18,221971,69,59,mobile_money
2023-12-19,280470,79,70,mobile_money
2023-12-20,344235,85,71,mobile_money
2023-12-21,320953,80,64,mobile_money
2023-12-22,471842,128,116,mobile_money
2023-12-23,375876,88,81,mobile_money
2023-12-24,416417,119,103,mobile_money
2023-12-25,414827,116,100,mobile_money
2023-12-26,557868,156,122,mobile_money
2023-12-27,512610,140,108,mobile_money
2023-12-28,376736,116,87,mobile_money
2023-12-29,603112,151,132,mobile_money
2023-12-30,518357,143,116,mobile_money
2023-12-31,555467,138,120,mobile_money
2024-01-01,328595,73,61,mobile_money
2024-01-02,363893,90,70,mobile_money
2024-01-03,324551,86,81,mobile_money
2024-01-04,355404,99,75,mobile_money
2024-01-05,354260,109,82,mobile_money
2024-01-06,199163,48,40,mobile_money
2024-01-07,185042,58,54,mobile_money
2024-01-08,191715,55,51,mobile_money
2024-01-09,278710,62,50,mobile_money
2024-01-10,253741,57,47,mobile_money
2024-01-11,151159,39,30,mobile_money
2024-01-12,162210,42,36,mobile_money
2024-01-13,214896,58,47,mobile_money
2024-01-14,185886,54,42,mobile_money
2024-01-15,198039,58,54,mobile_money
2024-01-16,199840,52,42,mobile_money
2024-01-17,170635,46,40,mobile_money
2024-01-18,230567,61,50,mobile_money
2024-01-19,283351,72,56,mobile_money
2024-01-20,296262,82,62,mobile_money
2024-01-21,284724,85,80,mobile_money
2024-01-22,147891,33,29,mobile_money
2024-01-23,267593,83,75,mobile_money
2024-01-24,239071,75,68,mobile_money
2024-01-25,261250,59,46,mobile_money
2024-01-26,276649,74,70,mobile_money
2024-01-27,329699,84,69,mobile_money
2024-01-28,230325,67,52,mobile_money
2024-01-29,239673,63,53,mobile_money
2024-01-30,388500,100,92,mobile_money
2024-01-31,316852,74,66,mobile_money
2024-02-01,356864,92,86,mobile_money
2024-02-02,327040,76,63,mobile_money
2024-02-03,284457,66,61,mobile_money
2024-02-04,276620,70,65,mobile_money
2024-02-05,108435,35,29,mobile_money
2024-02-06,245422,60,46,mobile_money
2024-02-07,262693,76,62,mobile_money
2024-02-08,189700,57,53,mobile_money
2024-02-09,248842,82,77,mobile_money
2024-02-10,231030,67,50,mobile_money
2024-02-11,179445,43,39,mobile_money
2024-02-12,166068,40,36,mobile_money
2024-02-13,225455,56,50,mobile_money
2024-02-14,231482,73,61,mobile_money
2024-02-15,266658,85,70,mobile_money
2024-02-16,188332,53,40,mobile_money
2024-02-17,176522,41,38,mobile_money
2024-02-18,89499,28,23,mobile_money
2024-02-19,188771,45,40,mobile_money
2024-02-20,135590,40,32,mobile_money
2024-02-21,168000,39,36,mobile_money
2024-02-22,244544,70,59,mobile_money
2024-02-23,209045,62,54,mobile_money
2024-02-24,188290,53,46,mobile_money
2024-02-25,165003,51,47,mobile_money
2024-02-26,84145,21,18,mobile_money
2024-02-27,268704,86,76,mobile_money
2024-02-28,336827,79,71,mobile_money
2024-02-29,232877,60,51,mobile_money
2024-03-01,368960,108,91,mobile_money
2024-03-02,279235,81,62,mobile_money
2024-03-03,225903,54,43,mobile_money
2024-03-04,325081,108,92,mobile_money
2024-03-05,328404,77,57,mobile_money
2024-03-06,248264,73,65,mobile_money
2024-03-07,195091,55,44,mobile_money
2024-03-08,205502,48,39,mobile_money
2024-03-09,204357,55,51,mobile_money
2024-03-10,171426,48,45,mobile_money
2024-03-11,231976,62,51,mobile_money
2024-03-12,213734,54,48,mobile_money
2024-03-13,294017,66,59,mobile_money
2024-03-14,323881,73,65,mobile_money
2024-03-15,223973,53,46,mobile_money
2024-03-16,197895,64,52,mobile_money
2024-03-17,177246,48,40,mobile_money
2024-03-18,249746,75,61,mobile_money
2024-03-19,220628,53,44,mobile_money
2024-03-20,236173,55,50,mobile_money
2024-03-21,280267,75,69,mobile_money
2024-03-22,189775,57,50,mobile_money
2024-03-23,136923,42,36,mobile_money
2024-03-24,198790,48,39,mobile_money
2024-03-25,165625,40,31,mobile_money
2024-03-26,422532,97,78,mobile_money
2024-03-27,307235,97,82,mobile_money
2024-03-28,319944,94,86,mobile_money
2024-03-29,317055,84,69,mobile_money
2024-03-30,227050,59,51,mobile_money
2024-03-31,233315,52,44,mobile_money
2024-04-01,457989,114,92,mobile_money
2024-04-02,809437,214,202,mobile_money
2024-04-03,1033548,324,244,mobile_money
2024-04-04,701290,220,176,mobile_money
2024-04-05,594623,196,158,mobile_money
2024-04-06,281790,80,65,mobile_money
2024-04-07,344960,114,92,mobile_money
2024-04-08,430263,100,75,mobile_money
2024-04-09,553723,127,115,mobile_money
2024-04-10,268860,74,59,mobile_money
2024-04-11,371832,120,95,mobile_money
2024-04-12,249806,60,50,mobile_money
2024-04-13,132423,42,39,mobile_money
2024-04-14,160592,36,27,mobile_money
2024-04-15,218715,61,48,mobile_money
2024-04-16,213723,54,48,mobile_money
2024-04-17,216043,55,42,mobile_money
2024-04-18,258210,72,63,mobile_money
2024-04-19,299081,88,72,mobile_money
2024-04-20,204164,55,51,mobile_money
2024-04-21,188537,46,35,mobile_money
2024-04-22,173732,54,50,mobile_money
2024-04-23,330973,87,69,mobile_money
2024-04-24,361882,116,93,mobile_money
2024-04-25,255499,60,50,mobile_money
2024-04-26,158923,51,39,mobile_money
2024-04-27,340320,92,72,mobile_money
2024-04-28,287116,64,50,mobile_money
2024-04-29,556542,125,118,mobile_money
2024-04-30,441635,120,104,mobile_money
2024-05-01,543960,174,152,mobile_money
2024-05-02,521004,125,97,mobile_money
2024-05-03,408972,110,98,mobile_money
2024-05-04,395220,98,76,mobile_money
2024-05-05,207370,53,47,mobile_money
2024-05-06,205368,68,55,mobile_money
2024-05-07,236775,53,42,mobile_money
2024-05-08,175139,50,45,mobile_money
2024-05-09,263347,64,49,mobile_money
2024-05-10,222134,59,52,mobile_money
2024-05-11,205658,64,51,mobile_money
2024-05-12,204035,45,34,mobile_money
2024-05-13,211773,51,42,mobile_money
2024-05-14,312757,71,66,mobile_money
2024-05-15,220059,56,45,mobile_money
2024-05-16,203619,52,42,mobile_money
2024-05-17,278621,69,55,mobile_money
2024-05-18,218321,65,49,mobile_money
2024-05-19,140341,45,35,mobile_money
2024-05-20,192581,43,37,mobile_money
2024-05-21,271634,74,64,mobile_money
2024-05-22,336150,98,80,mobile_money
2024-05-23,263610,60,56,mobile_money
2024-05-24,236620,56,47,mobile_money
2024-05-25,254756,68,53,mobile_money
2024-05-26,169751,48,44,mobile_money
2024-05-27,305951,92,70,mobile_money
2024-05-28,139330,33,30,mobile_money
2024-05-29,314549,89,79,mobile_money
2024-05-30,376796,116,107,mobile_money
2024-05-31,425657,111,89,mobile_money
2024-06-01,316031,99,89,mobile_money
2024-06-02,282487,94,78,mobile_money
2024-06-03,304985,68,54,mobile_money
2024-06-04,392137,113,91,mobile_money
2024-06-05,462563,112,103,mobile_money
2024-06-06,212383,58,47,mobile_money
2024-06-07,311597,73,57,mobile_money
2024-06-08,179949,50,46,mobile_money
2024-06-09,154207,39,34,mobile_money
2024-06-10,290257,93,79,mobile_money
2024-06-11,211501,50,43,mobile_money
2024-06-12,275448,62,47,mobile_money
2024-06-13,391952,113,100,mobile_money
2024-06-14,298968,72,55,mobile_money
2024-06-15,644639,181,169,mobile_money
2024-06-16,417093,98,87,mobile_money
2024-06-17,279520,63,56,mobile_money
2024-06-18,359543,87,80,mobile_money
2024-06-19,319635,97,79,mobile_money
2024-06-20,228089,65,61,mobile_money
2024-06-21,274479,67,57,mobile_money
2024-06-22,263439,59,50,mobile_money
2024-06-23,145034,34,30,mobile_money
2024-06-24,201964,56,42,mobile_money
2024-06-25,164314,40,36,mobile_money
2024-06-26,292004,76,71,mobile_money
2024-06-27,336683,82,75,mobile_money
2024-06-28,293150,89,80,mobile_money
2024-06-29,154021,48,44,mobile_money
2024-06-30,283021,87,70,mobile_money
2024-07-01,391150,97,88,mobile_money
2024-07-02,348631,103,90,mobile_money
2024-07-03,475341,109,82,mobile_money
2024-07-04,417080,103,78,mobile_money
2024-07-05,235038,67,54,mobile_money
2024-07-06,225653,57,46,mobile_money
2024-07-07,151093,48,43,mobile_money
2024-07-08,279169,81,67,mobile_money
2024-07-09,184220,59,48,mobile_money
2024-07-10,292584,66,57,mobile_money
2024-07-11,306938,93,77,mobile_money
2024-07-12,327826,79,60,mobile_money
2024-07-13,174472,47,44,mobile_money
2024-07-14,132682,42,35,mobile_money
2024-07-15,196008,47,41,mobile_money
2024-07-16,185046,50,40,mobile_money
2024-07-17,154750,46,38,mobile_money
2024-07-18,193887,56,45,mobile_money
2024-07-19,242777,62,47,mobile_money
2024-07-20,212313,68,63,mobile_money
2024-07-21,153188,39,34,mobile_money
2024-07-22,197497,49,39,mobile_money
2024-07-23,274642,67,58,mobile_money
2024-07-24,182878,52,41,mobile_money
2024-07-25,282723,63,48,mobile_money
2024-07-26,336292,104,97,mobile_money
2024-07-27,318706,96,83,mobile_money
2024-07-28,258417,63,55,mobile_money
2024-07-29,277252,71,56,mobile_money
2024-07-30,313906,85,80,mobile_money
2024-07-31,402324,122,107,mobile_money
2024-08-01,348739,78,60,mobile_money
2024-08-02,366578,116,104,mobile_money
2024-08-03,311418,71,59,mobile_money
2024-08-04,322518,78,58,mobile_money
2024-08-05,370195,95,82,mobile_money
2024-08-06,351365,86,66,mobile_money
2024-08-07,357142,108,99,mobile_money
2024-08-08,241029,70,55,mobile_money
2024-08-09,198701,64,53,mobile_money
2024-08-10,228042,56,42,mobile_money
2024-08-11,229619,51,46,mobile_money
2024-08-12,240790,54,46,mobile_money
2024-08-13,258919,78,68,mobile_money
2024-08-14,282744,74,56,mobile_money
2024-08-15,288053,80,74,mobile_money
2024-08-16,298977,87,71,mobile_money
2024-08-17,324960,74,65,mobile_money
2024-08-18,178376,45,35,mobile_money
2024-08-19,276803,68,56,mobile_money
2024-08-20,345919,78,59,mobile_money
2024-08-21,208615,49,39,mobile_money
2024-08-22,210796,61,51,mobile_money
2024-08-23,228518,74,62,mobile_money
2024-08-24,181571,45,36,mobile_money
2024-08-25,219757,67,52,mobile_money
2024-08-26,329461,78,69,mobile_money
2024-08-27,342604,108,87,mobile_money
2024-08-28,244239,64,54,mobile_money
2024-08-29,250581,70,57,mobile_money
2024-08-30,339805,98,91,mobile_money
2024-08-31,314001,70,57,mobile_money
2024-09-01,314118,71,65,mobile_money
2024-09-02,199855,63,52,mobile_money
2024-09-03,418945,127,117,mobile_money
2024-09-04,723011,180,165,mobile_money
2024-09-05,526716,143,124,mobile_money
2024-09-06,354403,109,96,mobile_money
2024-09-07,282620,84,64,mobile_money
2024-09-08,164426,50,37,mobile_money
2024-09-09,291368,77,60,mobile_money
2024-09-10,333832,106,79,mobile_money
2024-09-11,239814,75,59,mobile_money
2024-09-12,195363,51,44,mobile_money
2024-09-13,249009,74,69,mobile_money
2024-09-14,346742,88,75,mobile_money
2024-09-15,268949,70,62,mobile_money
2024-09-16,188160,46,36,mobile_money
2024-09-17,130154,30,26,mobile_money
2024-09-18,254441,66,51,mobile_money
2024-09-19,217407,62,48,mobile_money
2024-09-20,282550,69,54,mobile_money
2024-09-21,287860,87,74,mobile_money
2024-09-22,197018,54,40,mobile_money
2024-09-23,387706,98,86,mobile_money
2024-09-24,221643,65,48,mobile_money
2024-09-25,285189,67,61,mobile_money
2024-09-26,500162,117,99,mobile_money
2024-09-27,487803,132,103,mobile_money
2024-09-28,296265,69,63,mobile_money
2024-09-29,220166,61,55,mobile_money
2024-09-30,321345,73,57,mobile_money
2024-10-01,492292,110,83,mobile_money
2024-10-02,222824,56,42,mobile_money
2024-10-03,506062,138,131,mobile_money
2024-10-04,395046,102,83,mobile_money
2024-10-05,319478,89,67,mobile_money
2024-10-06,154034,43,36,mobile_money
2024-10-07,280680,69,51,mobile_money
2024-10-08,348130,104,91,mobile_money
2024-10-09,269577,64,57,mobile_money
2024-10-10,269999,70,53,mobile_money
2024-10-11,297754,71,63,mobile_money
2024-10-12,317224,75,64,mobile_money
2024-10-13,227550,57,51,mobile_money
2024-10-14,199407,61,48,mobile_money
2024-10-15,277285,63,56,mobile_money
2024-10-16,299796,76,66,mobile_money
2024-10-17,287092,72,56,mobile_money
2024-10-18,330403,89,79,mobile_money
2024-10-19,199876,57,45,mobile_money
2024-10-20,164082,49,40,mobile_money
2024-10-21,237873,72,55,mobile_money
2024-10-22,319627,79,65,mobile_money
2024-10-23,310398,74,59,mobile_money
2024-10-24,340717,84,67,mobile_money
2024-10-25,293057,84,67,mobile_money
2024-10-26,347111,105,93,mobile_money
2024-10-27,298382,87,76,mobile_money
2024-10-28,232374,55,49,mobile_money
2024-10-29,294277,93,82,mobile_money
2024-10-30,402666,113,94,mobile_money
2024-10-31,402055,131,115,mobile_money
2024-11-01,290003,83,77,mobile_money
2024-11-02,341584,78,74,mobile_money
2024-11-03,370133,87,79,mobile_money
2024-11-04,449362,144,110,mobile_money
2024-11-05,297934,66,53,mobile_money
2024-11-06,331123,77,73,mobile_money
2024-11-07,327863,97,73,mobile_money
2024-11-08,223998,73,60,mobile_money
2024-11-09,224396,53,45,mobile_money
2024-11-10,249252,74,55,mobile_money
2024-11-11,183410,44,38,mobile_money
2024-11-12,289974,75,65,mobile_money
2024-11-13,351308,81,70,mobile_money
2024-11-14,301928,73,61,mobile_money
2024-11-15,286786,70,57,mobile_money
2024-11-16,274266,62,58,mobile_money
2024-11-17,144844,41,35,mobile_money
2024-11-18,276186,71,54,mobile_money
2024-11-19,336672,91,80,mobile_money
2024-11-20,223176,50,39,mobile_money
2024-11-21,363347,96,85,mobile_money
2024-11-22,360818,105,82,mobile_money
2024-11-23,335107,84,73,mobile_money
2024-11-24,245944,66,58,mobile_money
2024-11-25,208493,48,37,mobile_money
2024-11-26,478575,112,101,mobile_money
2024-11-27,471911,106,90,mobile_money
2024-11-28,175801,54,46,mobile_money
2024-11-29,329130,96,89,mobile_money
2024-11-30,452389,128,97,mobile_money
2024-12-01,507386,166,138,mobile_money
2024-12-02,503187,116,107,mobile_money
2024-12-03,431055,108,85,mobile_money
2024-12-04,576889,168,152,mobile_money
2024-12-05,435193,96,72,mobile_money
2024-12-06,360809,80,67,mobile_money
2024-12-07,341431,79,60,mobile_money
2024-12-08,217084,48,43,mobile_money
2024-12-09,274815,64,60,mobile_money
2024-12-10,303732,97,76,mobile_money
2024-12-11,269601,80,67,mobile_money
2024-12-12,283256,87,67,mobile_money
2024-12-13,299687,67,60,mobile_money
2024-12-14,276880,81,73,mobile_money
2024-12-15,260612,74,59,mobile_money
2024-12-16,262883,77,63,mobile_money
2024-12-17,292543,72,54,mobile_money
2024-12-18,363755,112,91,mobile_money
2024-12-19,291669,67,52,mobile_money
2024-12-20,319505,92,79,mobile_money
2024-12-21,231234,54,41,mobile_money
2024-12-22,319743,99,86,mobile_money
2024-12-23,810287,237,200,mobile_money
2024-12-24,721020,208,190,mobile_money
2024-12-25,384041,124,103,mobile_money
2024-12-26,703673,182,160,mobile_money
2024-12-27,447778,107,98,mobile_money
2024-12-28,420666,98,92,mobile_money
2024-12-29,188149,43,35,mobile_money
2024-12-30,370765,90,76,mobile_money
2024-12-31,298776,80,73,mobile_money
