date,montant_total,nb_transactions,nb_clients,use_case
2023-11-29,1880925,593,485,supermarche
2023-11-30,1999634,534,475,supermarche
2023-12-01,2362403,526,408,supermarche
2023-12-02,2864955,788,655,supermarche
2023-12-03,2287822,524,467,supermarche
2023-12-04,1811968,427,401,supermarche
2023-12-05,2580210,609,456,supermarche
2023-12-06,1702023,502,382,supermarche
2023-12-07,1704838,436,386,supermarche
2023-12-08,1622040,440,362,supermarche
2023-12-09,1930026,606,505,supermarche
2023-12-10,1893265,606,497,supermarche
2023-12-11,1606190,364,321,supermarche
2023-12-12,1444921,371,279,supermarche
2023-12-13,1915985,484,451,supermarche
2023-12-14,1905045,466,360,supermarche
2023-12-15,1767031,405,309,supermarche
2023-12-16,1885740,624,520,supermarche
2023-12-17,1944336,564,477,supermarche
2023-12-18,1495675,469,404,supermarche
2023-12-19,1666330,474,424,supermarche
2023-12-20,1868597,462,386,supermarche
2023-12-21,1791887,446,359,supermarche
2023-12-22,2534840,690,627,supermarche
2023-12-23,3533310,834,768,supermarche
2023-12-24,4068894,1169,1012,supermarche
2023-12-25,2540391,714,621,supermarche
2023-12-26,2735693,768,601,supermarche
2023-12-27,2408425,660,513,supermarche
2023-12-28,1996227,617,465,supermarche
2023-12-29,2948408,742,651,supermarche
2023-12-30,4292635,1187,964,supermarche
2023-12-31,4851988,1208,1052,supermarche
2024-01-01,2289556,510,428,supermarche
2024-01-02,2146011,532,413,supermarche
2024-01-03,1849751,492,463,supermarche
2024-01-04,1913852,535,405,supermarche
2024-01-05,1906703,588,443,supermarche
2024-01-06,1732767,419,352,supermarche
2024-01-07,1666285,524,493,supermarche
2024-01-08,1245408,358,332,supermarche
2024-01-09,1504500,336,271,supermarche
2024-01-10,1418177,319,264,supermarche
2024-01-11,1091650,286,223,supermarche
2024-01-12,1121191,292,250,supermarche
2024-01-13,1827693,499,404,supermarche
2024-01-14,1672161,493,388,supermarche
2024-01-15,1267507,372,350,supermarche
2024-01-16,1248830,325,266,supermarche
2024-01-17,1151178,314,274,supermarche
2024-01-18,1344374,360,298,supermarche
2024-01-19,1512589,384,303,supermarche
2024-01-20,2171965,604,457,supermarche
2024-01-21,2148451,642,605,supermarche
2024-01-22,1120118,256,228,supermarche
2024-01-23,1473216,460,417,supermarche
2024-01-24,1372546,430,390,supermarche
2024-01-25,1441812,326,254,supermarche
2024-01-26,1509522,408,386,supermarche
2024-01-27,2346628,604,498,supermarche
2024-01-28,1908617,556,439,supermarche
2024-01-29,1431157,379,321,supermarche
2024-01-30,1839583,475,438,supermarche
2024-01-31,1629877,384,346,supermarche
2024-02-01,1833095,474,446,supermarche
2024-02-02,1760467,411,344,supermarche
2024-02-03,2285326,535,496,supermarche
2024-02-04,2250618,571,534,supermarche
2024-02-05,1128912,372,314,supermarche
2024-02-06,1389289,343,266,supermarche
2024-02-07,1407094,407,334,supermarche
2024-02-08,1171094,353,332,supermarche
2024-02-09,1358561,450,427,supermarche
2024-02-10,1815310,527,396,supermarche
2024-02-11,1578151,384,352,supermarche
2024-02-12,1115367,270,244,supermarche
2024-02-13,1287108,322,290,supermarche
2024-02-14,1302370,415,351,supermarche
2024-02-15,1412982,453,376,supermarche
2024-02-16,1166178,330,254,supermarche
2024-02-17,1574454,373,350,supermarche
2024-02-18,1122276,360,306,supermarche
2024-02-19,1170654,279,248,supermarche
2024-02-20,995578,297,239,supermarche
2024-02-21,1096979,260,243,supermarche
2024-02-22,1344657,386,326,supermarche
2024-02-23,1230992,368,323,supermarche
2024-02-24,1625677,459,403,supermarche
2024-02-25,1510417,474,439,supermarche
2024-02-26,890173,229,200,supermarche
2024-02-27,1435920,462,409,supermarche
2024-02-28,1631083,385,350,supermarche
2024-02-29,1339420,349,298,supermarche
2024-03-01,1893173,555,471,supermarche
2024-03-02,2304163,672,521,supermarche
2024-03-03,2056572,498,405,supermarche
2024-03-04,1820660,606,516,supermarche
2024-03-05,1807539,424,318,supermarche
2024-03-06,1406370,417,374,supermarche
2024-03-07,1216414,343,275,supermarche
2024-03-08,1245350,292,237,supermarche
2024-03-09,1738720,476,443,supermarche
2024-03-10,1573565,441,415,supermarche
2024-03-11,1456088,389,321,supermarche
2024-03-12,1391368,352,313,supermarche
2024-03-13,1658757,372,335,supermarche
2024-03-14,1753419,396,352,supermarche
2024-03-15,1427146,342,300,supermarche
2024-03-16,1866655,607,498,supermarche
2024-03-17,1750863,479,403,supermarche
2024-03-18,1543332,465,383,supermarche
2024-03-19,1418822,341,284,supermarche
2024-03-20,1466081,346,318,supermarche
2024-03-21,1611898,434,401,supermarche
2024-03-22,1314046,395,349,supermarche
2024-03-23,1566756,488,429,supermarche
2024-03-24,1875567,456,370,supermarche
2024-03-25,1251550,307,242,supermarche
2024-03-26,2065447,476,384,supermarche
2024-03-27,1727108,545,464,supermarche
2024-03-28,1762217,518,475,supermarche
2024-03-29,1753460,468,388,supermarche
2024-03-30,2061269,542,471,supermarche
2024-03-31,2074504,466,397,supermarche
2024-04-01,2697504,671,545,supermarche
2024-04-02,4194715,1109,1048,supermarche
2024-04-03,5275701,1654,1246,supermarche
2024-04-04,3555845,1118,897,supermarche
2024-04-05,3042198,1005,812,supermarche
2024-04-06,2274157,645,531,supermarche
2024-04-07,2937136,978,792,supermarche
2024-04-08,2689830,629,474,supermarche
2024-04-09,3343246,768,696,supermarche
2024-04-10,1611329,447,362,supermarche
2024-04-11,1917900,618,491,supermarche
2024-04-12,1424488,345,291,supermarche
2024-04-13,1423244,461,434,supermarche
2024-04-14,1545786,347,265,supermarche
2024-04-15,1330686,374,297,supermarche
2024-04-16,1294233,329,298,supermarche
2024-04-17,1298555,335,261,supermarche
2024-04-18,1431685,399,353,supermarche
2024-04-19,1558727,459,375,supermarche
2024-04-20,1744834,470,436,supermarche
2024-04-21,1681221,413,314,supermarche
2024-04-22,1184766,370,348,supermarche
2024-04-23,1669830,440,351,supermarche
2024-04-24,1749998,561,451,supermarche
2024-04-25,1421500,337,283,supermarche
2024-04-26,1177473,384,300,supermarche
2024-04-27,2430913,662,524,supermarche
2024-04-28,2468922,555,438,supermarche
2024-04-29,2861935,646,613,supermarche
2024-04-30,2820070,771,669,supermarche
2024-05-01,2801519,900,787,supermarche
2024-05-02,2607082,630,492,supermarche
2024-05-03,2113013,568,507,supermarche
2024-05-04,2863168,715,559,supermarche
2024-05-05,2031745,528,477,supermarche
2024-05-06,1342522,445,365,supermarche
2024-05-07,1386471,315,250,supermarche
2024-05-08,1184348,340,312,supermarche
2024-05-09,1462263,357,274,supermarche
2024-05-10,1331652,357,315,supermarche
2024-05-11,1786837,562,453,supermarche
2024-05-12,1778237,396,300,supermarche
2024-05-13,1328965,320,263,supermarche
2024-05-14,1622464,370,347,supermarche
2024-05-15,1327505,343,281,supermarche
2024-05-16,1272670,330,271,supermarche
2024-05-17,1509406,378,301,supermarche
2024-05-18,1833292,550,416,supermarche
2024-05-19,1453536,475,372,supermarche
2024-05-20,1247359,281,243,supermarche
2024-05-21,1489125,407,352,supermarche
2024-05-22,1686415,492,403,supermarche
2024-05-23,1460235,336,315,supermarche
2024-05-24,1376533,330,278,supermarche
2024-05-25,2013063,537,424,supermarche
2024-05-26,1651936,472,434,supermarche
2024-05-27,1629938,492,376,supermarche
2024-05-28,1150212,272,249,supermarche
2024-05-29,1639624,468,415,supermarche
2024-05-30,1811837,561,519,supermarche
2024-05-31,1944687,510,411,supermarche
2024-06-01,2533018,793,716,supermarche
2024-06-02,2404849,801,667,supermarche
2024-06-03,1837827,412,327,supermarche
2024-06-04,2066297,597,484,supermarche
2024-06-05,2263101,550,505,supermarche
2024-06-06,1352773,372,301,supermarche
2024-06-07,1638098,387,304,supermarche
2024-06-08,1681935,472,439,supermarche
2024-06-09,1547698,398,351,supermarche
2024-06-10,1597227,512,439,supermarche
2024-06-11,1323955,317,274,supermarche
2024-06-12,1519412,343,260,supermarche
2024-06-13,2104267,610,544,supermarche
2024-06-14,2075861,501,386,supermarche
2024-06-15,4921065,1384,1296,supermarche
2024-06-16,2959498,697,619,supermarche
2024-06-17,1735129,396,352,supermarche
2024-06-18,1814626,443,408,supermarche
2024-06-19,1656712,503,411,supermarche
2024-06-20,1372000,391,369,supermarche
2024-06-21,1515216,370,319,supermarche
2024-06-22,2069798,468,397,supermarche
2024-06-23,1503016,359,321,supermarche
2024-06-24,1297775,362,273,supermarche
2024-06-25,1168889,288,263,supermarche
2024-06-26,1586106,415,391,supermarche
2024-06-27,1721454,422,389,supermarche
2024-06-28,1602688,490,445,supermarche
2024-06-29,1662706,519,479,supermarche
2024-06-30,2212252,683,554,supermarche
2024-07-01,2020611,504,458,supermarche
2024-07-02,1877648,556,486,supermarche
2024-07-03,2232727,512,385,supermarche
2024-07-04,2065645,514,390,supermarche
2024-07-05,1556507,449,368,supermarche
2024-07-06,1874680,476,388,supermarche
2024-07-07,1483704,478,433,supermarche
2024-07-08,1517630,442,369,supermarche
2024-07-09,1194380,387,319,supermarche
2024-07-10,1528292,346,303,supermarche
2024-07-11,1566458,474,395,supermarche
2024-07-12,1628343,394,303,supermarche
2024-07-13,1591930,436,412,supermarche
2024-07-14,1384746,446,380,supermarche
2024-07-15,1233381,300,267,supermarche
2024-07-16,1189807,327,267,supermarche
2024-07-17,1092741,330,279,supermarche
2024-07-18,1214839,357,288,supermarche
2024-07-19,1369409,350,267,supermarche
2024-07-20,1778246,571,536,supermarche
2024-07-21,1489747,382,334,supermarche
2024-07-22,1243852,313,251,supermarche
2024-07-23,1472119,362,315,supermarche
2024-07-24,1186385,341,274,supermarche
2024-07-25,1496197,338,260,supermarche
2024-07-26,1663705,514,482,supermarche
2024-07-27,2262542,684,593,supermarche
2024-07-28,2013933,497,440,supermarche
2024-07-29,1535279,396,317,supermarche
2024-07-30,1609802,437,411,supermarche
2024-07-31,1849600,563,497,supermarche
2024-08-01,1824918,408,314,supermarche
2024-08-02,1892409,602,541,supermarche
2024-08-03,2424951,554,463,supermarche
2024-08-04,2823378,691,519,supermarche
2024-08-05,2514146,647,564,supermarche
2024-08-06,2402345,590,453,supermarche
2024-08-07,1968378,596,551,supermarche
2024-08-08,1486648,436,348,supermarche
2024-08-09,1233248,398,335,supermarche
2024-08-10,1838674,458,350,supermarche
2024-08-11,1845806,416,381,supermarche
2024-08-12,1387985,315,270,supermarche
2024-08-13,1406199,426,372,supermarche
2024-08-14,1472902,389,297,supermarche
2024-08-15,1487137,418,390,supermarche
2024-08-16,1519763,446,367,supermarche
2024-08-17,2239717,515,454,supermarche
2024-08-18,1583224,401,320,supermarche
2024-08-19,1493360,367,306,supermarche
2024-08-20,1670662,379,289,supermarche
2024-08-21,1248607,294,237,supermarche
2024-08-22,1251093,362,307,supermarche
2024-08-23,1305502,423,358,supermarche
2024-08-24,1613406,405,324,supermarche
2024-08-25,1802438,556,434,supermarche
2024-08-26,1656655,392,347,supermarche
2024-08-27,1664900,525,424,supermarche
2024-08-28,1392649,369,316,supermarche
2024-08-29,1406019,397,325,supermarche
2024-08-30,1653257,477,444,supermarche
2024-08-31,2209723,498,406,supermarche
2024-09-01,2550206,578,534,supermarche
2024-09-02,1567945,497,411,supermarche
2024-09-03,2187769,664,612,supermarche
2024-09-04,3037132,756,693,supermarche
2024-09-05,2483067,678,591,supermarche
2024-09-06,1811811,559,494,supermarche
2024-09-07,2185847,653,505,supermarche
2024-09-08,1639234,504,378,supermarche
2024-09-09,1628403,431,337,supermarche
2024-09-10,1733864,554,417,supermarche
2024-09-11,1443482,457,363,supermarche
2024-09-12,1302805,344,299,supermarche
2024-09-13,1703640,511,481,supermarche
2024-09-14,3225240,821,707,supermarche
2024-09-15,3093403,811,721,supermarche
2024-09-16,1581116,390,305,supermarche
2024-09-17,1244676,289,253,supermarche
2024-09-18,1507011,396,306,supermarche
2024-09-19,1374342,392,305,supermarche
2024-09-20,1573186,389,307,supermarche
2024-09-21,2226654,673,573,supermarche
2024-09-22,1800764,496,373,supermarche
2024-09-23,1952707,495,439,supermarche
2024-09-24,1398873,413,310,supermarche
2024-09-25,1583053,372,340,supermarche
2024-09-26,2208648,517,437,supermarche
2024-09-27,2170299,590,464,supermarche
2024-09-28,2282670,533,493,supermarche
2024-09-29,1959692,547,498,supermarche
2024-09-30,1741216,400,316,supermarche
2024-10-01,2341540,525,400,supermarche
2024-10-02,1618225,407,311,supermarche
2024-10-03,2411011,660,626,supermarche
2024-10-04,2095375,545,443,supermarche
2024-10-05,2616831,735,561,supermarche
2024-10-06,1605113,451,380,supermarche
2024-10-07,1578324,388,291,supermarche
2024-10-08,1757330,528,465,supermarche
2024-10-09,1513770,359,324,supermarche
2024-10-10,1513831,396,302,supermarche
2024-10-11,1598446,383,344,supermarche
2024-10-12,2325003,552,471,supermarche
2024-10-13,1920855,488,438,supermarche
2024-10-14,1321728,406,320,supermarche
2024-10-15,1540509,353,318,supermarche
2024-10-16,1605178,412,362,supermarche
2024-10-17,1565643,396,309,supermarche
2024-10-18,1697226,457,408,supermarche
2024-10-19,1793530,516,411,supermarche
2024-10-20,1616100,486,405,supermarche
2024-10-21,1432759,436,333,supermarche
2024-10-22,1669198,412,340,supermarche
2024-10-23,1636372,390,313,supermarche
2024-10-24,1727318,427,342,supermarche
2024-10-25,1583111,454,364,supermarche
2024-10-26,2485748,756,672,supermarche
2024-10-27,2276487,670,591,supermarche
2024-10-28,1478595,350,316,supermarche
2024-10-29,1625240,518,460,supermarche
2024-10-30,1921282,540,451,supermarche
2024-10-31,1917814,627,553,supermarche
2024-11-01,1802373,517,480,supermarche
2024-11-02,2764490,635,602,supermarche
2024-11-03,2868273,676,621,supermarche
2024-11-04,2332592,752,578,supermarche
2024-11-05,1862238,413,336,supermarche
2024-11-06,1759191,410,389,supermarche
2024-11-07,1714970,510,386,supermarche
2024-11-08,1397073,460,378,supermarche
2024-11-09,1951888,467,403,supermarche
2024-11-10,2064710,616,463,supermarche
2024-11-11,1295584,312,272,supermarche
2024-11-12,1600411,416,363,supermarche
2024-11-13,1781677,414,359,supermarche
2024-11-14,1630766,394,330,supermarche
2024-11-15,1585075,390,322,supermarche
2024-11-16,2164108,492,460,supermarche
2024-11-17,1548989,440,376,supermarche
2024-11-18,1571931,404,307,supermarche
2024-11-19,1739923,472,417,supermarche
2024-11-20,1395226,316,247,supermarche
2024-11-21,1821939,485,430,supermarche
2024-11-22,1806749,529,413,supermarche
2024-11-23,2411995,610,530,supermarche
2024-11-24,2029438,551,486,supermarche
2024-11-25,1373887,322,252,supermarche
2024-11-26,2151023,505,459,supermarche
2024-11-27,2127587,479,410,supermarche
2024-11-28,1341819,415,358,supermarche
2024-11-29,1744729,510,476,supermarche
2024-11-30,2945240,833,633,supermarche
2024-12-01,3561863,1168,974,supermarche
2024-12-02,2638644,610,565,supermarche
2024-12-03,2379806,596,472,supermarche
2024-12-04,2774551,808,735,supermarche
2024-12-05,2384609,530,400,supermarche
2024-12-06,1948691,436,367,supermarche
2024-12-07,2595644,607,462,supermarche
2024-12-08,2020200,452,412,supermarche
2024-12-09,1674355,391,366,supermarche
2024-12-10,1741871,560,443,supermarche
2024-12-11,1635499,489,412,supermarche
2024-12-12,1675851,515,401,supermarche
2024-12-13,1726090,387,349,supermarche
2024-12-14,2315402,677,615,supermarche
2024-12-15,2235872,640,518,supermarche
2024-12-16,1646951,486,399,supermarche
2024-12-17,1708800,426,324,supermarche
2024-12-18,1921827,596,487,supermarche
2024-12-19,1703881,396,309,supermarche
2024-12-20,1786890,517,446,supermarche
2024-12-21,2106137,500,388,supermarche
2024-12-22,2854885,887,775,supermarche
2024-12-23,3938921,1154,978,supermarche
2024-12-24,3938986,1138,1040,supermarche
2024-12-25,2333294,756,630,supermarche
2024-12-26,3103389,803,709,supermarche
2024-12-27,2224723,534,492,supermarche
2024-12-28,2963308,695,658,supermarche
2024-12-29,1976327,455,375,supermarche
2024-12-30,1986341,483,409,supermarche
2024-12-31,1785735,479,439,supermarche
