date,montant_total,nb_transactions,nb_clients,use_case
2024-01-04,496171,138,104,restaurant
2024-01-05,494297,152,114,restaurant
2024-01-06,548569,132,111,restaurant
2024-01-07,618456,194,182,restaurant
2024-01-08,386225,111,102,restaurant
2024-01-09,485167,108,87,restaurant
2024-01-10,443157,99,81,restaurant
2024-01-11,293566,77,60,restaurant
2024-01-12,308469,80,68,restaurant
2024-01-13,625181,170,137,restaurant
2024-01-14,625865,184,145,restaurant
2024-01-15,397211,116,109,restaurant
2024-01-16,368621,96,78,restaurant
2024-01-17,321678,87,76,restaurant
2024-01-18,408572,109,90,restaurant
2024-01-19,485053,123,97,restaurant
2024-01-20,795548,221,167,restaurant
2024-01-21,886388,265,249,restaurant
2024-01-22,327722,75,67,restaurant
2024-01-23,469879,147,133,restaurant
2024-01-24,421782,132,119,restaurant
2024-01-25,452922,102,79,restaurant
2024-01-26,416818,112,105,restaurant
2024-01-27,758356,195,160,restaurant
2024-01-28,638093,186,147,restaurant
2024-01-29,396650,105,89,restaurant
2024-01-30,546959,141,130,restaurant
2024-01-31,456568,107,96,restaurant
2024-02-01,491657,127,119,restaurant
2024-02-02,456188,106,88,restaurant
2024-02-03,649272,152,141,restaurant
2024-02-04,726773,184,172,restaurant
2024-02-05,224352,74,62,restaurant
2024-02-06,424882,105,81,restaurant
2024-02-07,448957,130,106,restaurant
2024-02-08,343553,103,96,restaurant
2024-02-09,429179,142,134,restaurant
2024-02-10,637877,185,139,restaurant
2024-02-11,594113,144,132,restaurant
2024-02-12,339418,82,74,restaurant
2024-02-13,400085,100,90,restaurant
2024-02-14,404472,129,109,restaurant
2024-02-15,454568,145,120,restaurant
2024-02-16,341502,96,74,restaurant
2024-02-17,518349,123,115,restaurant
2024-02-18,347222,111,94,restaurant
2024-02-19,360562,86,76,restaurant
2024-02-20,266476,79,63,restaurant
2024-02-21,311396,74,69,restaurant
2024-02-22,422684,121,102,restaurant
2024-02-23,371134,111,97,restaurant
2024-02-24,543316,153,134,restaurant
2024-02-25,557867,175,162,restaurant
2024-02-26,186674,48,41,restaurant
2024-02-27,394262,126,111,restaurant
2024-02-28,472844,111,101,restaurant
2024-02-29,350311,91,77,restaurant
2024-03-01,506406,148,125,restaurant
2024-03-02,642046,187,145,restaurant
2024-03-03,620600,150,122,restaurant
2024-03-04,493375,164,139,restaurant
2024-03-05,465685,109,81,restaurant
2024-03-06,418010,124,111,restaurant
2024-03-07,352252,99,79,restaurant
2024-03-08,368501,86,69,restaurant
2024-03-09,587375,160,149,restaurant
2024-03-10,579634,162,152,restaurant
2024-03-11,318653,85,70,restaurant
2024-03-12,254143,64,57,restaurant
2024-03-13,321979,72,64,restaurant
2024-03-14,347861,78,69,restaurant
2024-03-15,256418,61,53,restaurant
2024-03-16,370664,120,98,restaurant
2024-03-17,386647,105,88,restaurant
2024-03-18,305397,92,75,restaurant
2024-03-19,256542,61,50,restaurant
2024-03-20,267785,63,57,restaurant
2024-03-21,307858,83,76,restaurant
2024-03-22,224927,67,59,restaurant
2024-03-23,280169,87,76,restaurant
2024-03-24,428649,104,84,restaurant
2024-03-25,221840,54,42,restaurant
2024-03-26,380888,87,70,restaurant
2024-03-27,286758,90,76,restaurant
2024-03-28,294938,86,78,restaurant
2024-03-29,292581,78,64,restaurant
2024-03-30,357416,94,81,restaurant
2024-03-31,417604,93,79,restaurant
2024-04-01,435620,108,87,restaurant
2024-04-02,696417,184,173,restaurant
2024-04-03,879535,275,207,restaurant
2024-04-04,594792,187,150,restaurant
2024-04-05,505969,167,135,restaurant
2024-04-06,452172,128,105,restaurant
2024-04-07,702051,233,188,restaurant
2024-04-08,527124,123,92,restaurant
2024-04-09,625098,143,129,restaurant
2024-04-10,426868,118,95,restaurant
2024-04-11,615453,198,157,restaurant
2024-04-12,435230,105,88,restaurant
2024-04-13,417010,135,127,restaurant
2024-04-14,556509,125,95,restaurant
2024-04-15,423684,119,94,restaurant
2024-04-16,387042,98,88,restaurant
2024-04-17,386241,99,77,restaurant
2024-04-18,446378,124,109,restaurant
2024-04-19,504693,148,121,restaurant
2024-04-20,578114,156,144,restaurant
2024-04-21,628135,154,117,restaurant
2024-04-22,355272,110,103,restaurant
2024-04-23,557953,147,117,restaurant
2024-04-24,594743,190,152,restaurant
2024-04-25,442100,105,88,restaurant
2024-04-26,273246,89,69,restaurant
2024-04-27,794531,216,171,restaurant
2024-04-28,811488,182,143,restaurant
2024-04-29,845193,190,180,restaurant
2024-04-30,698500,191,165,restaurant
2024-05-01,747738,240,209,restaurant
2024-05-02,702839,169,132,restaurant
2024-05-03,557990,150,134,restaurant
2024-05-04,858288,214,167,restaurant
2024-05-05,583064,151,136,restaurant
2024-05-06,395763,131,107,restaurant
2024-05-07,420205,95,75,restaurant
2024-05-08,328584,94,86,restaurant
2024-05-09,455024,111,85,restaurant
2024-05-10,395673,106,93,restaurant
2024-05-11,594100,186,150,restaurant
2024-05-12,674733,150,113,restaurant
2024-05-13,419604,101,83,restaurant
2024-05-14,532965,121,113,restaurant
2024-05-15,393867,101,82,restaurant
2024-05-16,368963,95,78,restaurant
2024-05-17,476552,119,94,restaurant
2024-05-18,615959,184,139,restaurant
2024-05-19,496337,162,127,restaurant
2024-05-20,377738,85,73,restaurant
2024-05-21,470623,128,110,restaurant
2024-05-22,558920,163,133,restaurant
2024-05-23,454624,104,97,restaurant
2024-05-24,416031,99,83,restaurant
2024-05-25,706877,188,148,restaurant
2024-05-26,514756,147,135,restaurant
2024-05-27,473434,143,109,restaurant
2024-05-28,249779,59,54,restaurant
2024-05-29,452376,129,114,restaurant
2024-05-30,524437,162,149,restaurant
2024-05-31,580777,152,122,restaurant
2024-06-01,717658,224,202,restaurant
2024-06-02,751980,250,208,restaurant
2024-06-03,477559,107,85,restaurant
2024-06-04,543435,157,127,restaurant
2024-06-05,617390,150,137,restaurant
2024-06-06,370899,102,82,restaurant
2024-06-07,523290,123,96,restaurant
2024-06-08,528005,148,137,restaurant
2024-06-09,539560,138,121,restaurant
2024-06-10,535414,171,146,restaurant
2024-06-11,387651,92,79,restaurant
2024-06-12,474507,107,81,restaurant
2024-06-13,667018,193,172,restaurant
2024-06-14,566361,136,104,restaurant
2024-06-15,1801371,506,473,restaurant
2024-06-16,1242446,292,259,restaurant
2024-06-17,566814,129,114,restaurant
2024-06-18,610202,149,137,restaurant
2024-06-19,538424,163,133,restaurant
2024-06-20,406328,115,108,restaurant
2024-06-21,472002,115,99,restaurant
2024-06-22,724743,163,138,restaurant
2024-06-23,511036,122,109,restaurant
2024-06-24,393769,110,83,restaurant
2024-06-25,316811,78,71,restaurant
2024-06-26,432457,113,106,restaurant
2024-06-27,480223,117,107,restaurant
2024-06-28,429016,131,119,restaurant
2024-06-29,420591,131,120,restaurant
2024-06-30,771404,238,193,restaurant
2024-07-01,584208,145,131,restaurant
2024-07-02,489361,144,125,restaurant
2024-07-03,624180,143,107,restaurant
2024-07-04,557790,139,105,restaurant
2024-07-05,355713,102,83,restaurant
2024-07-06,623270,158,129,restaurant
2024-07-07,519341,167,151,restaurant
2024-07-08,512246,149,124,restaurant
2024-07-09,342450,111,91,restaurant
2024-07-10,492898,111,97,restaurant
2024-07-11,511521,155,129,restaurant
2024-07-12,540539,130,100,restaurant
2024-07-13,503562,138,130,restaurant
2024-07-14,470657,151,128,restaurant
2024-07-15,378344,92,81,restaurant
2024-07-16,341076,93,76,restaurant
2024-07-17,294912,89,75,restaurant
2024-07-18,350383,102,82,restaurant
2024-07-19,420342,107,81,restaurant
2024-07-20,599581,192,180,restaurant
2024-07-21,526468,135,118,restaurant
2024-07-22,383938,96,77,restaurant
2024-07-23,470598,115,100,restaurant
2024-07-24,336140,96,77,restaurant
2024-07-25,477578,108,83,restaurant
2024-07-26,482772,149,139,restaurant
2024-07-27,720603,218,189,restaurant
2024-07-28,692474,170,150,restaurant
2024-07-29,442638,114,91,restaurant
2024-07-30,451880,122,114,restaurant
2024-07-31,549407,167,147,restaurant
2024-08-01,479776,107,82,restaurant
2024-08-02,498020,158,142,restaurant
2024-08-03,694625,158,132,restaurant
2024-08-04,869649,212,159,restaurant
2024-08-05,597127,153,133,restaurant
2024-08-06,647635,159,122,restaurant
2024-08-07,610443,185,171,restaurant
2024-08-08,432259,126,100,restaurant
2024-08-09,357290,115,96,restaurant
2024-08-10,638267,159,121,restaurant
2024-08-11,730733,165,151,restaurant
2024-08-12,463846,105,90,restaurant
2024-08-13,448198,135,117,restaurant
2024-08-14,475119,125,95,restaurant
2024-08-15,481247,135,126,restaurant
2024-08-16,496320,145,119,restaurant
2024-08-17,841431,193,170,restaurant
2024-08-18,582519,147,117,restaurant
2024-08-19,509574,125,104,restaurant
2024-08-20,571433,129,98,restaurant
2024-08-21,370623,87,70,restaurant
2024-08-22,372057,107,91,restaurant
2024-08-23,396958,128,108,restaurant
2024-08-24,525156,131,105,restaurant
2024-08-25,707049,218,170,restaurant
2024-08-26,519600,123,109,restaurant
2024-08-27,485184,153,123,restaurant
2024-08-28,363821,96,82,restaurant
2024-08-29,369545,104,85,restaurant
2024-08-30,472717,136,126,restaurant
2024-08-31,703474,158,128,restaurant
2024-09-01,822897,186,172,restaurant
2024-09-02,352353,111,91,restaurant
2024-09-03,574131,174,160,restaurant
2024-09-04,906998,225,206,restaurant
2024-09-05,688435,188,163,restaurant
2024-09-06,561894,173,153,restaurant
2024-09-07,758318,226,174,restaurant
2024-09-08,566431,174,130,restaurant
2024-09-09,536433,142,111,restaurant
2024-09-10,564227,180,135,restaurant
2024-09-11,426068,134,106,restaurant
2024-09-12,361858,95,82,restaurant
2024-09-13,466201,140,131,restaurant
2024-09-14,1043067,265,228,restaurant
2024-09-15,1001426,262,232,restaurant
2024-09-16,419341,103,80,restaurant
2024-09-17,288140,66,57,restaurant
2024-09-18,448053,117,90,restaurant
2024-09-19,393271,112,87,restaurant
2024-09-20,485081,120,94,restaurant
2024-09-21,785164,237,201,restaurant
2024-09-22,655832,180,135,restaurant
2024-09-23,693274,175,155,restaurant
2024-09-24,407270,120,90,restaurant
2024-09-25,489950,115,105,restaurant
2024-09-26,683868,160,135,restaurant
2024-09-27,656926,178,140,restaurant
2024-09-28,681336,159,147,restaurant
2024-09-29,622319,173,157,restaurant
2024-09-30,498283,114,90,restaurant
2024-10-01,654356,146,111,restaurant
2024-10-02,352097,88,67,restaurant
2024-10-03,663935,181,171,restaurant
2024-10-04,540401,140,113,restaurant
2024-10-05,727296,204,155,restaurant
2024-10-06,520150,146,123,restaurant
2024-10-07,512652,126,94,restaurant
2024-10-08,580259,174,153,restaurant
2024-10-09,464711,110,99,restaurant
2024-10-10,464425,121,92,restaurant
2024-10-11,503308,120,108,restaurant
2024-10-12,843934,200,170,restaurant
2024-10-13,730577,185,166,restaurant
2024-10-14,400202,122,96,restaurant
2024-10-15,480143,110,99,restaurant
2024-10-16,506916,130,114,restaurant
2024-10-17,488221,123,96,restaurant
2024-10-18,548844,147,131,restaurant
2024-10-19,573383,165,131,restaurant
2024-10-20,565606,170,141,restaurant
2024-10-21,450793,137,104,restaurant
2024-10-22,539501,133,109,restaurant
2024-10-23,521438,124,99,restaurant
2024-10-24,563027,139,111,restaurant
2024-10-25,496155,142,114,restaurant
2024-10-26,801969,244,216,restaurant
2024-10-27,792716,233,205,restaurant
2024-10-28,392637,92,83,restaurant
2024-10-29,433659,138,122,restaurant
2024-10-30,554718,156,130,restaurant
2024-10-31,553139,180,159,restaurant
2024-11-01,427058,122,113,restaurant
2024-11-02,782257,179,169,restaurant
2024-11-03,943720,222,204,restaurant
2024-11-04,664284,214,164,restaurant
2024-11-05,442637,98,79,restaurant
2024-11-06,541026,126,119,restaurant
2024-11-07,545160,162,122,restaurant
2024-11-08,401762,132,108,restaurant
2024-11-09,645722,154,132,restaurant
2024-11-10,801812,239,179,restaurant
2024-11-11,380181,91,79,restaurant
2024-11-12,499981,130,113,restaurant
2024-11-13,580856,135,117,restaurant
2024-11-14,510732,123,103,restaurant
2024-11-15,489437,120,99,restaurant
2024-11-16,751725,171,160,restaurant
2024-11-17,514770,146,124,restaurant
2024-11-18,506655,130,98,restaurant
2024-11-19,564782,153,135,restaurant
2024-11-20,401447,90,70,restaurant
2024-11-21,597363,159,141,restaurant
2024-11-22,592315,173,135,restaurant
2024-11-23,876760,221,192,restaurant
2024-11-24,779610,211,186,restaurant
2024-11-25,417282,98,76,restaurant
2024-11-26,659959,155,141,restaurant
2024-11-27,637098,143,122,restaurant
2024-11-28,298976,92,79,restaurant
2024-11-29,471699,138,128,restaurant
2024-11-30,988459,279,212,restaurant
2024-12-01,1248711,409,341,restaurant
2024-12-02,755133,174,161,restaurant
2024-12-03,606865,152,120,restaurant
2024-12-04,757837,220,200,restaurant
2024-12-05,601652,133,100,restaurant
2024-12-06,587853,131,110,restaurant
2024-12-07,913929,213,162,restaurant
2024-12-08,724013,162,147,restaurant
2024-12-09,523960,122,114,restaurant
2024-12-10,530652,170,134,restaurant
2024-12-11,477992,142,119,restaurant
2024-12-12,496292,152,118,restaurant
2024-12-13,519228,116,104,restaurant
2024-12-14,778588,227,206,restaurant
2024-12-15,846358,242,195,restaurant
2024-12-16,513001,151,123,restaurant
2024-12-17,515433,128,97,restaurant
2024-12-18,609772,189,154,restaurant
2024-12-19,508359,118,92,restaurant
2024-12-20,546854,158,136,restaurant
2024-12-21,671711,159,123,restaurant
2024-12-22,1063791,330,288,restaurant
2024-12-23,1402566,411,348,restaurant
2024-12-24,1235453,357,326,restaurant
2024-12-25,681696,220,183,restaurant
2024-12-26,956561,247,218,restaurant
2024-12-27,627038,150,138,restaurant
2024-12-28,939501,220,208,restaurant
2024-12-29,569535,131,107,restaurant
2024-12-30,561097,136,115,restaurant
2024-12-31,453279,121,111,restaurant
